tipo_cultivo	ubicacion_geografica	tamano_finca	rendimiento_cultivo	uso_fertilizantes	precio_venta(€/kg)
Tomates	La Coruña	10	90	si	17
Tomates	Granada	71	54	si	76
Tomates	Granada	82	46	si	32
Tomates	Santa Cruz de Tenerife	48	82	si	49
Tomates	Álava	54	94	no	57
Tomates	Huesca	38	61	si	24
Tomates	Cuenca	15	72	si	90
Tomates	La Coruña	24	99	no	56
Tomates	Ciudad	59	44	si	46
Tomates	Santa Cruz de Tenerife	82	12	no	97
Tomates	Girona	1	90	no	80
Tomates	Álava	28	39	si	99
Tomates	Murcia	78	20	no	91
Tomates	Ávila	87	64	si	70
Tomates	Cuenca	81	3	si	35
Tomates	Álava	33	51	no	57
Tomates	Valencia	33	46	no	97
Tomates	Pontevedra	11	5	si	34
Tomates	Murcia	44	16	si	98
Tomates	Asturias	54	38	no	67
Tomates	Ourense	67	81	si	69
Tomates	La Rioja	82	70	no	95
Tomates	Girona	57	48	si	21
Tomates	Tarragona	16	49	no	76
Tomates	Barcelona	72	86	no	46
Tomates	Valencia	54	28	no	63
Tomates	Madrid	84	8	no	39
Tomates	Valencia	64	7	si	4
Tomates	Lugo	51	2	si	88
Tomates	Soria	95	86	no	1
Tomates	Alicante	15	80	si	35
Tomates	Toledo	30	19	no	25
Tomates	Las Palmas	59	92	no	50
Tomates	Guipúzcoa	54	83	no	19
Tomates	Teruel	19	68	no	17
Tomates	Cádiz	57	45	no	55
Tomates	Jaén	94	29	si	57
Tomates	Palencia	91	7	no	5
Tomates	Santa Cruz de Tenerife	11	24	no	8
Tomates	Ceuta	79	39	si	91
Tomates	Vizcaya	46	53	no	7
Tomates	Palencia	59	63	no	91
Tomates	Castellón	44	35	si	6
Tomates	Cáceres	45	1	no	84
Tomates	Barcelona	9	55	si	78
Tomates	Navarra	29	59	si	44
Tomates	Pontevedra	11	41	no	69
Tomates	Guadalajara	33	4	si	25
Tomates	Ávila	27	68	no	25
Tomates	Córdoba	87	94	no	40
Tomates	Córdoba	62	45	si	6
Tomates	Navarra	10	2	no	64
Tomates	Almería	53	64	no	57
Tomates	Ávila	11	31	si	98
Tomates	La Rioja	28	57	si	55
Tomates	Alicante	24	32	no	29
Tomates	Cuenca	46	41	no	14
Tomates	Salamanca	70	26	no	100
Tomates	Málaga	78	60	no	35
Tomates	Albacete	16	79	si	23
Tomates	Ciudad	28	37	si	95
Tomates	Almería	16	50	no	16
Tomates	Ceuta	87	92	no	29
Tomates	Asturias	67	40	no	30
Tomates	Santa Cruz de Tenerife	62	37	si	18
Tomates	Navarra	65	42	no	75
Tomates	Zaragoza	17	51	si	23
Tomates	Barcelona	98	27	no	73
Tomates	Ciudad	94	17	si	98
Tomates	Huelva	78	76	si	81
Tomates	Badajoz	79	4	no	63
Tomates	Granada	2	29	si	85
Tomates	Zaragoza	95	62	no	91
Tomates	Córdoba	18	78	no	91
Tomates	Guadalajara	38	50	si	27
Tomates	Guadalajara	93	96	si	44
Tomates	Sevilla	93	85	si	34
Tomates	Sevilla	21	40	si	46
Tomates	Toledo	81	20	no	3
Tomates	Santa Cruz de Tenerife	8	4	si	6
Tomates	Ceuta	84	42	si	8
Tomates	Sevilla	55	18	si	58
Tomates	Burgos	46	40	si	84
Tomates	Toledo	96	53	no	2
Tomates	Córdoba	69	69	no	98
Tomates	Ourense	16	53	no	22
Tomates	Málaga	18	80	si	11
Tomates	Ciudad	23	32	si	22
Tomates	Teruel	11	55	si	80
Tomates	Teruel	20	79	si	33
Tomates	Zaragoza	95	94	no	4
Tomates	Madrid	12	46	no	86
Tomates	Lleida	31	65	no	21
Tomates	Guipúzcoa	35	64	no	2
Tomates	Melilla	37	71	no	5
Tomates	Soria	5	59	no	93
Tomates	La Coruña	45	64	si	3
Tomates	Valencia	5	33	no	88
Tomates	Valladolid	68	67	no	50
Tomates	Castellón	15	73	no	32
Tomates	Cáceres	20	43	si	75
Tomates	Ourense	20	45	no	38
Tomates	Guadalajara	64	52	no	22
Tomates	Zamora	19	73	si	57
Tomates	Guipúzcoa	2	93	no	86
Tomates	Valencia	79	25	si	71
Tomates	Cuenca	23	68	si	9
Tomates	Palencia	15	65	no	97
Tomates	Cuenca	40	37	si	55
Tomates	Córdoba	69	68	no	44
Tomates	Teruel	56	19	si	97
Tomates	Zamora	85	90	no	47
Tomates	Alicante	72	53	si	3
Tomates	Melilla	21	88	si	81
Tomates	Santa Cruz de Tenerife	90	64	si	94
Tomates	Ourense	31	36	si	98
Tomates	Asturias	74	58	si	96
Tomates	Málaga	91	13	si	22
Tomates	Asturias	55	82	no	35
Tomates	Las Palmas	97	100	no	79
Tomates	Ávila	40	4	no	2
Tomates	Cantabria	98	51	no	56
Tomates	Tarragona	5	75	no	46
Tomates	Ourense	91	36	no	4
Tomates	Lugo	67	18	si	11
Tomates	Huesca	1	9	si	92
Tomates	Sevilla	70	61	si	41
Tomates	Guadalajara	51	17	no	53
Tomates	Pontevedra	19	52	no	66
Tomates	Cáceres	17	18	no	91
Tomates	Toledo	67	6	no	24
Tomates	Zaragoza	75	11	si	72
Tomates	Córdoba	26	34	no	90
Tomates	Zamora	34	67	no	20
Tomates	Navarra	20	5	si	83
Tomates	Valladolid	41	10	si	83
Tomates	Salamanca	31	59	si	91
Tomates	Segovia	18	61	si	70
Tomates	Melilla	44	1	si	14
Tomates	Pontevedra	46	73	no	43
Tomates	Málaga	47	82	si	18
Tomates	Albacete	24	94	si	3
Tomates	Pontevedra	25	6	no	83
Tomates	Tarragona	40	50	si	77
Tomates	Huelva	10	53	si	57
Tomates	Pontevedra	80	97	no	87
Tomates	Ourense	59	53	si	4
Tomates	Zaragoza	34	25	no	9
Tomates	Badajoz	16	4	no	3
Tomates	La Coruña	79	89	si	42
Tomates	Zamora	71	96	no	61
Tomates	Almería	69	52	no	4
Tomates	Ávila	43	46	si	61
Tomates	Burgos	67	81	no	5
Tomates	Jaén	44	21	si	21
Tomates	Vizcaya	21	82	si	80
Tomates	Albacete	62	81	no	6
Tomates	Ciudad	82	37	no	22
Tomates	Huelva	29	21	no	60
Tomates	Ourense	18	50	si	21
Tomates	Soria	50	92	si	20
Tomates	Albacete	42	66	si	5
Tomates	Vizcaya	15	74	si	100
Tomates	Soria	49	4	no	56
Tomates	Teruel	32	18	no	66
Tomates	Murcia	52	10	si	53
Tomates	Badajoz	56	56	si	61
Tomates	Ceuta	51	31	no	51
Tomates	Córdoba	36	68	no	70
Tomates	Pontevedra	79	100	no	31
Tomates	Alicante	79	42	no	81
Tomates	Murcia	7	19	no	4
Tomates	Toledo	51	56	si	92
Tomates	Pontevedra	60	21	si	44
Tomates	La Rioja	21	76	no	98
Tomates	Huesca	45	19	no	99
Tomates	Santa Cruz de Tenerife	67	97	si	26
Tomates	Cádiz	93	75	no	38
Tomates	Santa Cruz de Tenerife	6	38	no	5
Tomates	Cuenca	49	94	si	45
Tomates	Barcelona	15	79	no	22
Tomates	Las Palmas	74	51	no	10
Tomates	Vizcaya	55	70	si	22
Tomates	Castellón	22	30	si	68
Tomates	Madrid	46	80	no	92
Tomates	Soria	16	53	no	21
Tomates	Santa Cruz de Tenerife	65	43	si	49
Tomates	Ciudad	49	45	no	61
Tomates	La Rioja	53	13	si	19
Tomates	Palencia	77	82	si	90
Tomates	Pontevedra	83	78	si	35
Tomates	Jaén	11	5	si	15
Tomates	Toledo	62	41	si	87
Tomates	Huesca	75	90	no	86
Tomates	Zaragoza	100	30	si	72
Tomates	Vizcaya	66	22	si	83
Tomates	Melilla	53	78	si	57
Tomates	Córdoba	3	76	si	50
Tomates	León	73	7	no	12
Tomates	Guipúzcoa	30	65	no	6
Tomates	Salamanca	14	35	no	71
Tomates	Lugo	34	24	si	70
Tomates	Cáceres	39	78	si	59
Tomates	Asturias	62	51	no	72
Tomates	Córdoba	62	30	si	38
Tomates	Huesca	13	18	si	86
Tomates	Palencia	72	26	si	5
Tomates	Navarra	90	97	no	92
Tomates	Lugo	72	45	no	13
Tomates	Ciudad	30	64	no	36
Tomates	Álava	64	46	no	12
Tomates	Granada	74	55	si	95
Tomates	Jaén	98	19	si	37
Tomates	Valencia	100	62	no	37
Tomates	Salamanca	17	100	si	52
Tomates	Málaga	61	30	no	81
Tomates	Las Palmas	36	46	no	99
Tomates	Badajoz	62	38	si	58
Tomates	Huelva	32	96	si	44
Tomates	Ceuta	15	88	no	50
Tomates	Málaga	60	73	si	87
Tomates	Málaga	40	63	si	41
Tomates	Ávila	61	41	no	30
Tomates	Almería	74	99	si	53
Tomates	Córdoba	26	93	no	23
Tomates	Cádiz	90	47	si	30
Tomates	Álava	49	69	si	17
Tomates	Pontevedra	78	26	si	95
Tomates	Cantabria	1	67	no	9
Tomates	Ceuta	30	54	no	61
Tomates	Las Palmas	27	49	si	79
Tomates	Albacete	75	45	no	44
Tomates	Segovia	18	77	si	33
Tomates	Teruel	14	35	si	89
Tomates	Salamanca	99	85	si	49
Tomates	Ourense	85	41	si	54
Tomates	Navarra	14	89	no	16
Tomates	Lugo	23	59	no	17
Tomates	Córdoba	49	11	no	30
Tomates	Ciudad	45	62	no	4
Tomates	Toledo	1	71	no	98
Tomates	Ceuta	55	31	no	62
Tomates	Burgos	30	57	no	47
Tomates	Pontevedra	20	67	si	25
Tomates	Melilla	81	87	si	8
Tomates	Guipúzcoa	5	43	si	99
Tomates	Jaén	87	25	no	64
Tomates	Cáceres	51	7	no	98
Tomates	Toledo	42	24	no	20
Tomates	Sevilla	74	28	no	5
Tomates	Madrid	78	41	si	1
Tomates	Almería	18	32	no	87
Tomates	Sevilla	88	14	no	83
Tomates	Soria	44	64	si	21
Tomates	Navarra	46	92	no	51
Tomates	Sevilla	41	60	si	19
Tomates	Valladolid	15	97	si	51
Tomates	Teruel	70	27	no	91
Tomates	Albacete	52	27	si	53
Tomates	Murcia	27	82	si	86
Tomates	Melilla	83	63	no	49
Tomates	Ávila	78	94	no	97
Tomates	Castellón	54	79	no	40
Tomates	Valencia	3	99	si	79
Tomates	Palencia	66	48	si	60
Tomates	Baleares	76	58	no	29
Tomates	Jaén	96	65	no	30
Tomates	Ávila	6	20	no	81
Tomates	Asturias	68	62	no	41
Tomates	Toledo	4	15	no	78
Tomates	Valladolid	19	4	si	91
Tomates	Ciudad	5	81	no	34
Tomates	Baleares	45	38	no	79
Tomates	Valencia	70	70	si	44
Tomates	Cáceres	64	3	no	43
Tomates	Huelva	13	79	no	98
Tomates	Córdoba	74	14	si	76
Tomates	Madrid	5	67	si	45
Tomates	Navarra	91	28	si	89
Tomates	La Coruña	26	78	no	45
Tomates	Cuenca	93	45	si	28
Tomates	Guadalajara	17	36	si	11
Tomates	Granada	91	42	si	11
Tomates	Girona	15	22	no	26
Tomates	León	12	54	no	16
Tomates	Palencia	60	42	si	38
Tomates	Santa Cruz de Tenerife	56	87	no	5
Tomates	Álava	82	35	si	85
Tomates	Guadalajara	71	84	no	7
Tomates	Tarragona	67	18	no	77
Tomates	Zamora	50	54	no	75
Tomates	Córdoba	41	69	no	58
Tomates	Las Palmas	48	22	si	30
Tomates	Jaén	4	31	si	40
Tomates	Cádiz	17	57	si	97
Tomates	Melilla	53	16	si	64
Tomates	Cuenca	52	56	no	90
Tomates	Cáceres	91	68	no	26
Tomates	Burgos	29	39	si	24
Tomates	Murcia	4	24	si	93
Tomates	Teruel	21	32	si	75
Tomates	Valencia	32	68	no	91
Tomates	Toledo	59	26	si	53
Tomates	Jaén	65	50	si	50
Tomates	Badajoz	17	12	si	11
Tomates	Valencia	32	96	no	58
Tomates	La Rioja	45	85	no	34
Tomates	Valladolid	21	76	si	95
Tomates	Alicante	98	7	si	89
Tomates	Ciudad	58	91	si	77
Tomates	Álava	77	19	no	86
Tomates	Huesca	39	65	no	18
Tomates	Lugo	94	26	no	44
Tomates	Granada	57	18	no	38
Tomates	Huelva	82	78	no	51
Tomates	Tarragona	65	39	si	25
Tomates	Castellón	34	66	si	66
Tomates	Zaragoza	77	67	no	44
Tomates	Las Palmas	39	59	si	94
Tomates	Córdoba	59	89	si	3
Tomates	Pontevedra	14	33	si	28
Tomates	Salamanca	23	85	no	79
Tomates	Álava	87	85	si	3
Tomates	Granada	31	51	no	95
Tomates	Huelva	12	75	no	15
Tomates	Vizcaya	23	2	no	46
Tomates	Jaén	26	41	si	23
Tomates	Sevilla	20	79	no	76
Tomates	Álava	7	56	si	83
Tomates	Málaga	11	54	no	43
Tomates	Teruel	8	44	si	41
Tomates	Madrid	62	78	no	35
Tomates	Lleida	97	21	si	66
Tomates	Navarra	92	52	no	54
Tomates	Pontevedra	54	99	si	88
Tomates	Palencia	99	15	si	96
Tomates	Girona	88	94	si	88
Tomates	Córdoba	36	15	no	66
Tomates	Álava	6	78	si	100
Tomates	Baleares	53	50	no	4
Tomates	Santa Cruz de Tenerife	18	11	no	83
Tomates	Almería	27	53	si	7
Tomates	Barcelona	72	94	no	53
Tomates	Murcia	8	96	no	70
Tomates	Navarra	17	83	si	76
Tomates	Ávila	74	61	no	35
Tomates	Castellón	52	88	si	82
Tomates	Melilla	100	100	si	2
Tomates	Burgos	99	19	si	15
Tomates	Álava	95	42	si	43
Tomates	Ávila	48	27	no	58
Tomates	Soria	63	61	si	11
Tomates	León	50	100	no	70
Tomates	Navarra	55	67	si	29
Tomates	Segovia	52	66	no	19
Tomates	Burgos	20	5	no	83
Tomates	Sevilla	9	68	no	73
Tomates	Huelva	86	94	no	52
Tomates	Valencia	86	80	no	66
Tomates	Ceuta	100	65	si	93
Tomates	Zamora	47	44	si	32
Tomates	Lugo	15	48	no	99
Tomates	Murcia	4	67	si	6
Tomates	Alicante	47	24	no	35
Tomates	Lugo	97	54	si	83
Tomates	Segovia	84	62	no	88
Tomates	Alicante	98	95	no	68
Tomates	Jaén	90	37	no	28
Tomates	Teruel	59	80	si	79
Tomates	Guadalajara	75	42	no	73
Tomates	Málaga	55	51	si	48
Tomates	Girona	31	28	no	31
Tomates	Lleida	31	77	no	80
Tomates	Guadalajara	32	19	no	71
Tomates	Murcia	91	91	si	58
Tomates	Castellón	89	24	no	78
Tomates	Teruel	12	70	no	27
Tomates	Jaén	35	66	si	46
Tomates	Guadalajara	94	3	si	25
Tomates	Pontevedra	21	72	no	11
Tomates	Málaga	37	89	no	54
Tomates	Soria	96	90	no	7
Tomates	Almería	43	21	no	79
Tomates	Granada	71	54	no	48
Tomates	Soria	12	93	si	81
Tomates	Málaga	3	85	no	94
Tomates	Ourense	31	3	si	13
Tomates	Ávila	76	51	si	99
Tomates	Cuenca	38	21	si	76
Tomates	Barcelona	17	30	no	64
Tomates	Burgos	95	79	no	27
Tomates	Barcelona	85	53	si	26
Tomates	Huelva	69	85	no	87
Tomates	Valladolid	95	35	si	93
Tomates	Zamora	77	95	si	1
Tomates	Castellón	95	74	si	54
Tomates	Burgos	63	69	si	65
Tomates	Ceuta	86	23	no	41
Tomates	Ceuta	84	82	no	87
Tomates	Badajoz	45	63	no	46
Tomates	Castellón	37	71	no	9
Tomates	Jaén	15	76	si	67
Tomates	Teruel	59	19	no	34
Tomates	Valladolid	23	95	si	34
Tomates	Guadalajara	49	66	si	45
Tomates	Valencia	93	50	si	99
Tomates	Segovia	5	40	no	67
Tomates	Castellón	60	27	no	12
Tomates	Murcia	52	16	no	96
Tomates	Alicante	26	30	si	13
Tomates	La Rioja	9	71	si	68
Tomates	Castellón	63	12	si	13
Tomates	Pontevedra	25	71	no	77
Tomates	Segovia	34	87	no	82
Tomates	Huelva	45	99	si	90
Tomates	Cantabria	57	28	si	1
Tomates	Ciudad	59	61	si	78
Tomates	Segovia	38	51	no	95
Tomates	Sevilla	12	79	si	64
Tomates	Salamanca	80	84	si	30
Tomates	La Rioja	31	3	no	37
Tomates	Melilla	82	48	si	15
Tomates	Guadalajara	88	93	si	47
Tomates	Cantabria	38	67	no	84
Tomates	La Coruña	5	19	no	10
Tomates	Santa Cruz de Tenerife	85	20	si	78
Tomates	Huelva	20	75	si	74
Tomates	Córdoba	95	28	si	21
Tomates	León	69	55	si	5
Tomates	Valladolid	61	74	si	88
Tomates	Segovia	13	13	no	32
Tomates	Albacete	91	88	si	60
Tomates	Valencia	75	33	no	21
Tomates	Santa Cruz de Tenerife	16	87	si	64
Tomates	Álava	29	19	si	82
Tomates	Valladolid	76	80	si	9
Tomates	Cuenca	13	35	no	74
Tomates	Palencia	54	6	si	19
Tomates	Almería	45	43	no	82
Tomates	Jaén	3	38	si	28
Tomates	Palencia	93	19	si	67
Tomates	León	41	2	no	54
Tomates	Teruel	43	92	no	26
Tomates	Badajoz	57	84	no	31
Tomates	Vizcaya	40	11	no	19
Tomates	Albacete	50	83	no	7
Tomates	Málaga	80	99	no	60
Tomates	Cáceres	1	35	si	50
Tomates	Cantabria	63	61	no	66
Tomates	Barcelona	78	64	no	23
Tomates	Castellón	44	34	si	85
Tomates	Las Palmas	40	42	si	43
Tomates	Vizcaya	17	83	si	32
Tomates	Valladolid	93	61	no	23
Tomates	Las Palmas	56	53	no	75
Tomates	Ávila	72	58	si	13
Tomates	Zaragoza	68	90	no	84
Tomates	Ciudad	51	82	si	54
Tomates	Soria	38	77	si	39
Tomates	Melilla	16	72	no	1
Tomates	Álava	12	44	no	58
Tomates	Ciudad	48	86	no	34
Tomates	León	52	2	si	1
Tomates	Guipúzcoa	93	27	no	70
Tomates	Málaga	100	39	si	14
Tomates	Valencia	8	32	si	88
Tomates	León	22	22	no	34
Tomates	León	91	74	si	72
Tomates	Albacete	16	13	no	11
Tomates	Castellón	33	93	no	30
Tomates	Segovia	77	65	no	24
Tomates	Santa Cruz de Tenerife	2	76	no	78
Tomates	Girona	45	66	no	61
Tomates	Valencia	92	33	no	35
Tomates	Cádiz	29	60	no	83
Tomates	Huesca	61	80	no	87
Tomates	Albacete	14	59	si	26
Tomates	Tarragona	78	43	si	5
Tomates	La Rioja	60	57	no	2
Tomates	Ourense	27	9	no	17
Tomates	Toledo	67	89	no	79
Tomates	Castellón	11	55	si	70
Tomates	Teruel	96	44	si	26
Tomates	Valladolid	99	54	no	91
Tomates	Asturias	5	12	no	49
Tomates	Jaén	83	90	si	37
Tomates	La Coruña	71	1	no	82
Tomates	Soria	63	20	no	87
Tomates	La Coruña	92	99	no	61
Tomates	Granada	54	75	si	45
Tomates	Las Palmas	57	57	no	9
Tomates	Guipúzcoa	30	49	si	80
Tomates	Burgos	24	64	si	100
Tomates	Cádiz	78	5	si	84
Tomates	Álava	84	67	no	87
Tomates	Cádiz	38	51	no	40
Tomates	Cáceres	62	21	si	85
Tomates	Lugo	94	37	no	39
Tomates	Alicante	76	35	no	98
Tomates	Asturias	8	98	no	29
Tomates	Santa Cruz de Tenerife	40	71	si	49
Tomates	Las Palmas	6	6	si	48
Tomates	Girona	40	8	si	5
Tomates	Burgos	77	22	no	84
Tomates	Palencia	18	3	si	14
Tomates	Teruel	9	78	si	26
Tomates	Madrid	56	11	si	61
Tomates	Málaga	94	22	si	18
Tomates	Toledo	55	66	si	11
Tomates	Toledo	71	32	si	94
Tomates	Huesca	68	42	no	40
Tomates	Ourense	89	12	si	78
Tomates	Vizcaya	47	95	no	46
Tomates	Albacete	2	1	si	33
Tomates	Segovia	18	24	si	63
Tomates	Sevilla	17	36	no	18
Tomates	Cádiz	85	45	no	26
Tomates	Málaga	64	19	no	42
Tomates	Santa Cruz de Tenerife	15	80	si	46
Tomates	Vizcaya	14	36	no	72
Tomates	Alicante	82	43	si	51
Tomates	Valladolid	54	69	no	100
Tomates	Córdoba	6	96	no	93
Tomates	Guipúzcoa	84	54	si	100
Tomates	Ceuta	84	100	si	33
Tomates	Melilla	82	15	si	64
Tomates	Ourense	79	76	si	53
Tomates	Tarragona	87	6	no	1
Tomates	Zaragoza	78	21	no	23
Tomates	Ceuta	75	71	si	5
Tomates	Lleida	70	85	no	76
Tomates	Huelva	47	15	si	54
Tomates	Cádiz	62	30	no	98
Tomates	Sevilla	25	79	no	53
Tomates	Cáceres	20	87	no	49
Tomates	Valencia	93	83	si	33
Tomates	Tarragona	21	73	si	39
Tomates	Badajoz	20	33	si	51
Tomates	Melilla	83	54	no	69
Tomates	Madrid	60	16	no	78
Tomates	Córdoba	33	93	no	49
Tomates	Madrid	83	66	si	55
Tomates	Toledo	84	98	no	93
Tomates	Albacete	54	72	si	36
Tomates	Albacete	64	87	no	69
Tomates	Navarra	61	68	no	72
Tomates	Palencia	24	76	si	78
Tomates	Castellón	40	56	si	29
Tomates	Cáceres	78	59	si	64
Tomates	León	89	20	no	33
Tomates	Guipúzcoa	91	68	si	100
Tomates	Huesca	66	34	no	69
Tomates	Granada	17	65	si	19
Tomates	Guipúzcoa	25	6	si	63
Tomates	Asturias	74	68	si	18
Tomates	Ourense	18	73	no	11
Tomates	Huelva	17	60	no	6
Tomates	Badajoz	13	80	si	40
Tomates	Palencia	47	24	si	85
Tomates	La Coruña	52	82	si	12
Tomates	Cuenca	63	56	no	49
Tomates	Las Palmas	27	98	no	81
Tomates	Cuenca	10	18	no	42
Tomates	Girona	58	44	si	21
Tomates	Barcelona	91	44	si	64
Tomates	Badajoz	69	76	no	94
Tomates	Cádiz	12	85	no	21
Tomates	Huelva	85	92	si	15
Tomates	Guadalajara	98	42	no	43
Tomates	Cantabria	85	84	no	82
Tomates	Cáceres	72	21	no	31
Tomates	Teruel	68	34	si	7
Tomates	Valencia	12	51	no	63
Tomates	Teruel	19	8	si	20
Tomates	La Coruña	78	13	no	11
Tomates	Castellón	96	39	no	23
Tomates	Tarragona	35	98	no	81
Tomates	Segovia	52	34	si	21
Tomates	Castellón	82	67	no	87
Tomates	Sevilla	12	43	no	39
Tomates	Zaragoza	8	18	no	23
Tomates	Ceuta	30	9	si	98
Tomates	Las Palmas	13	47	si	16
Tomates	Barcelona	26	31	no	85
Tomates	Guipúzcoa	76	82	no	65
Tomates	Vizcaya	38	3	si	35
Tomates	Málaga	71	91	si	40
Tomates	Cádiz	15	7	no	68
Tomates	La Rioja	41	78	no	30
Tomates	Madrid	19	67	si	95
Tomates	Zaragoza	18	1	si	72
Tomates	Barcelona	98	15	si	42
Tomates	Sevilla	25	99	si	87
Tomates	Valladolid	30	94	si	47
Tomates	Segovia	68	80	no	54
Tomates	La Coruña	93	6	si	73
Tomates	León	95	2	no	20
Tomates	Asturias	75	82	si	41
Tomates	Girona	100	58	no	68
Tomates	Madrid	43	35	no	57
Tomates	La Coruña	86	43	no	97
Tomates	Tarragona	2	28	no	97
Tomates	La Coruña	55	95	si	23
Tomates	Cantabria	22	80	si	10
Tomates	Málaga	65	21	si	85
Tomates	Baleares	62	32	no	24
Tomates	Almería	67	5	si	96
Tomates	Palencia	18	19	si	83
Tomates	Huesca	13	13	no	63
Tomates	Guipúzcoa	74	67	si	78
Tomates	Valladolid	77	73	no	78
Tomates	Badajoz	18	54	si	96
Tomates	Teruel	17	23	no	36
Tomates	Cáceres	58	91	no	70
Tomates	Valladolid	12	51	si	8
Tomates	Guipúzcoa	56	32	no	55
Tomates	Guipúzcoa	9	62	no	39
Tomates	Jaén	92	8	no	43
Tomates	Ávila	72	36	no	1
Tomates	Burgos	95	72	no	88
Tomates	Tarragona	9	50	no	60
Tomates	Albacete	52	4	no	15
Tomates	Zaragoza	39	43	no	78
Tomates	Madrid	57	1	no	20
